Name;Birthday;Citizenship;Weight;Height;Link
Роланд Миллс;2 октября 1980;Гана;;;https://www.sports.ru/tags/5661667/
Давид Гретер;4 августа 1974;Франция;84;190;https://www.sports.ru/tags/5659237/
Хуан Альберто Розас;28 ноября 1984;Мексика;50;160;https://www.sports.ru/tags/5655799/
Чед Ван Сикл;23 августа 1977;США;107;185;https://www.sports.ru/tags/5655656/
Энди Колле;27 апреля 1982;США;72;182;https://www.sports.ru/tags/5651866/
Анджей Сарк;3 ноября 1981;Словакия;63;172;https://www.sports.ru/tags/5632584/
Алексей Мазыкин;16 февраля 1975;Украина;105;192;https://www.sports.ru/tags/5632412/
Чатчай Сасакул;5 февраля 1970;Таиланд;52;157;https://www.sports.ru/tags/5622482/
Дэнни Бетчельдер;30 сентября 1976;США;100;182;https://www.sports.ru/tags/5622222/
Золтан Петрани;10 июня 1966;Венгрия;;185;https://www.sports.ru/tags/5584362/
Чжан Чжилей;2 мая 1983;Китай;91;195;https://www.sports.ru/tags/5553396/
Роберто Каммарелле;30 июля 1980;Италия;;185;https://www.sports.ru/tags/5537309/
Вижендер Кумар;29 октября 1985;Индия;75;182;https://www.sports.ru/tags/5534941/
Хедафи Джелхир;26 сентября 1983;Франция;57;157;https://www.sports.ru/tags/5533903/
Шахин Имранов;23 сентября 1980;Азербайджан;57;167;https://www.sports.ru/tags/5533894/
Джеймс Дигэйл;3 февраля 1986;Англия;76;183;https://www.sports.ru/tags/5523076/
Даррен Сазерленд;18 апреля 1982;Ирландия;75;182;https://www.sports.ru/tags/5517436/
Валид Шериф;9 марта 1978;Тунис;51;162;https://www.sports.ru/tags/5517264/
Виченцо Пикарди;20 октября 1983;Италия;51;165;https://www.sports.ru/tags/5517244/
Анвар Юнусов;1 февраля 1987;Таджикистан;55;170;https://www.sports.ru/tags/5517240/
Джитендер Кумар;18 июля 1988;Индия;;160;https://www.sports.ru/tags/5513855/
Еркебулан Шиналиев;7 октября 1987;Казахстан;81;178;https://www.sports.ru/tags/5509630/
Джахон Курбанов;12 февраля 1986;Таджикистан;81;186;https://www.sports.ru/tags/5509598/
Абдельхафид Беншабла;26 сентября 1986;Алжир;81;184;https://www.sports.ru/tags/5509592/
Вашингтон Сильва;25 февраля 1976;Бразилия;81;180;https://www.sports.ru/tags/5509584/
Кенни Иган;7 января 1982;Ирландия;81;187;https://www.sports.ru/tags/5509581/
Имре Селло;27 июля 1983;Венгрия;83;184;https://www.sports.ru/tags/5509575/
Дауда Соу;19 января 1983;Франция;60;175;https://www.sports.ru/tags/5508055/
Ху Цин;19 января 1986;Китай;60;183;https://www.sports.ru/tags/5508051/
Георгиан Попеску;20 октября 1984;Румыния;64;176;https://www.sports.ru/tags/5508038/
Дарлей Перес;14 сентября 1983;Колумбия;60;171;https://www.sports.ru/tags/5508034/
Пэк Чон Соп;5 июля 1980;Южная Корея;60;172;https://www.sports.ru/tags/5508022/
Паолу Карвалью;26 февраля 1986;Бразилия;48;165;https://www.sports.ru/tags/5507807/
Сердамба Пуревдорж;18 апреля 1985;Монголия;;;https://www.sports.ru/tags/5507799/
Амнат Руенроенг;18 декабря 1979;Таиланд;48;163;https://www.sports.ru/tags/5507796/
Биржан Жакыпов;7 июля 1984;Казахстан;48;167;https://www.sports.ru/tags/5507789/
Лукаш Машчик;15 декабря 1984;Польша;50;166;https://www.sports.ru/tags/5507777/
Пэдди Барнс;9 апреля 1987;Ирландия;48;170;https://www.sports.ru/tags/5507771/
Бруно Джули;11 июля 1978;Маврикий;54;175;https://www.sports.ru/tags/5496966/
Эктор Манзанилья;28 июня 1985;Венесуэла;54;174;https://www.sports.ru/tags/5496961/
Ахил Кумар;27 марта 1981;Индия;54;165;https://www.sports.ru/tags/5496945/
Вячеслав Гоян;18 мая 1983;Молдова;54;157;https://www.sports.ru/tags/5496944/
Янкиэль Леон;26 апреля 1982;Куба;54;163;https://www.sports.ru/tags/5496933/
Мохаммед Арьяуи;6 июня 1987;Марокко;91;;https://www.sports.ru/tags/5492690/
Илиас Павлидис;4 мая 1978;Россия;81;182;https://www.sports.ru/tags/5492678/
Джун Джу Ким;11 ноября 1981;Южная Корея;69;170;https://www.sports.ru/tags/5492466/
Туриано Джонсон;12 августа 1984;Багамские Острова;69;168;https://www.sports.ru/tags/5492449/
Саламу Ханати;13 сентября 1985;Китай;69;176;https://www.sports.ru/tags/5492444/
Хосам Абдин;26 октября 1985;Египет;69;;https://www.sports.ru/tags/5492439/
Карлос Бантеур Суарес;13 октября 1986;Куба;69;;https://www.sports.ru/tags/5492431/
Феликс Диас;10 декабря 1983;Доминикана;60;160;https://www.sports.ru/tags/5491681/
Алексис Вастин;17 ноября 1986;Франция;64;184;https://www.sports.ru/tags/5491671/
Мунх-Эрдене Уранчимег;22 марта 1982;Монголия;;175;https://www.sports.ru/tags/5491667/
Мортеза Сепахванди;30 августа 1979;Иран;;;https://www.sports.ru/tags/5491660/
Джон Мбумба;29 апреля 1983;Франция;;;https://www.sports.ru/tags/5451236/
Али Мазахери;31 марта 1982;Иран;;;https://www.sports.ru/tags/5450200/
Мират Сарсембаев;13 июля 1986;Казахстан;;;https://www.sports.ru/tags/5447903/
Ок Сунг Ли;7 февраля 1981;Южная Корея;;;https://www.sports.ru/tags/5447896/
Густаво Энрикез;22 ноября 1975;Мексика;;;https://www.sports.ru/tags/5445093/
Макджо Арройо;5 декабря 1985;Пуэрто-Рико;;;https://www.sports.ru/tags/5440371/
Идель Торрьенте;9 сентября 1986;Куба;;;https://www.sports.ru/tags/5440370/
Андраник Акопян;6 октября 1981;Армения;75;185;https://www.sports.ru/tags/5438340/
Цюн Маймайтитуэрсун;13 января 1988;Китай;;;https://www.sports.ru/tags/5426482/
Гэри Расселл-младший;5 июня 1988;США;57;163;https://www.sports.ru/tags/5418797/
Осмай Акоста;3 апреля 1985;Куба;;;https://www.sports.ru/tags/5414367/
Патрик Коте;29 февраля 1980;Канада;84;180;https://www.sports.ru/tags/5374143/
Ху Кинг;19 января 1986;Китай;;;https://www.sports.ru/tags/5368872/
Ким Сон Гук;11 апреля 1984;КНДР;;;https://www.sports.ru/tags/5368866/
Науфела Бен Рабу;18 ноября 1977;Тунис;;174;https://www.sports.ru/tags/5355687/
Эльшод Расулов;7 марта 1986;Узбекистан;;;https://www.sports.ru/tags/5353173/
Дильшод Махмудов;30 ноября 1982;Узбекистан;;;https://www.sports.ru/tags/5353120/
Тулашбой Данияров;30 марта 1981;Узбекистан;;;https://www.sports.ru/tags/5353109/
Баходир Султанов;15 января 1985;Узбекистан;;;https://www.sports.ru/tags/5353104/
Аббос Атоев;7 июня 1986;Узбекистан;;186;https://www.sports.ru/tags/5353096/
Александр Стрецкий;5 июня 1986;Украина;;180;https://www.sports.ru/tags/5345048/
Александр Ключко;10 июня 1984;Украина;;174;https://www.sports.ru/tags/5345043/
Регина Хальмих;22 ноября 1976;Германия;;;https://www.sports.ru/tags/5336032/
Маквильямс Арройо;5 декабря 1985;Пуэрто-Рико;;;https://www.sports.ru/tags/5310949/
Андре Лаффита;26 марта 1978;Куба;;;https://www.sports.ru/tags/5310946/
Норио Кимура;15 марта 1978;Япония;;172;https://www.sports.ru/tags/5309609/
Амин Асикяйнен;21 января 1976;Финляндия;;;https://www.sports.ru/tags/5290535/
Сильвио Бранко;26 августа 1966;Италия;;;https://www.sports.ru/tags/5276459/
Тим Сильвия;5 марта 1976;США;119;203;https://www.sports.ru/tags/5268601/
Исраэль Гарсия;12 мая 1970;Пуэрто-Рико;;190;https://www.sports.ru/tags/5267322/
Эл Сигер;23 января 1980;США;;;https://www.sports.ru/tags/5266304/
Джонатон Бэнкс;22 июня 1982;США;90;191;https://www.sports.ru/tags/5223327/
Себастьян Лухан;14 декабря 1979;Аргентина;66;168;https://www.sports.ru/tags/5195433/
Лусиано Торрес;1 июля 1965;Бразилия;86;172;https://www.sports.ru/tags/5193979/
Серхио Бланко;1 августа 1975;Испания;57;169;https://www.sports.ru/tags/5178323/
Юрий Воронин;17 июля 1973;Украина;57;166;https://www.sports.ru/tags/5178315/
Андрей Кудрявцев;26 сентября 1976;Украина;60;172;https://www.sports.ru/tags/5178306/
Деметриус Хопкинс;10 октября 1980;США;64;180;https://www.sports.ru/tags/5168974/
Стив Конвэй;6 октября 1977;Англия;60;170;https://www.sports.ru/tags/5165547/
Франк Штольд;;Германия;;;https://www.sports.ru/tags/5157609/
Ласло Хуберт;8 августа 1975;Венгрия;90;175;https://www.sports.ru/tags/5151281/
Нури Сефери;23 декабря 1976;Албания;90;180;https://www.sports.ru/tags/5146023/
Фернели Фелис;15 июля 1970;Доминикана;100;188;https://www.sports.ru/tags/5143426/
Михаэль Трабант;11 мая 1978;Германия;;173;https://www.sports.ru/tags/5132337/
Роман Селиверстов;2 сентября 1976;Россия;;177;https://www.sports.ru/tags/5132333/
Артур Уильямс;12 ноября 1964;США;80;188;https://www.sports.ru/tags/5132314/
Джон Пур;1 апреля 1971;США;;;https://www.sports.ru/tags/5130034/
Автандил Хурцидзе;2 мая 1979;Грузия;;;https://www.sports.ru/tags/5084023/
Трэвис Уокер;16 июня 1980;США;109;196;https://www.sports.ru/tags/5017322/
Кевин Джонсон;7 сентября 1979;США;107;192;https://www.sports.ru/tags/4995452/
Альфред Коул;21 апреля 1964;США;;193;https://www.sports.ru/tags/4986535/
Найджел Бенн;22 января 1964;Великобритания;72;177;https://www.sports.ru/tags/4968961/
Вуси Малинга;;;;;https://www.sports.ru/tags/4942425/
Хулио ла Крус;11 августа 1989;Куба;;182;https://www.sports.ru/tags/4630091/
Хавьер Мора;25 мая 1981;Мексика;;189;https://www.sports.ru/tags/4537727/
Марко Антонио Рубио;16 июня 1980;Мексика;72;178;https://www.sports.ru/tags/4518135/
Йоан Пабло Эрнандес;28 октября 1984;Куба;91;193;https://www.sports.ru/tags/4414513/
Шерзод Назаров;18 апреля 1984;Узбекистан;61;172;https://www.sports.ru/tags/4229091/
Джулиус Лонг;28 мая 1977;США;132;216;https://www.sports.ru/tags/4117962/
Роб Кэллоуэй;18 июля 1969;США;;188;https://www.sports.ru/tags/4113806/
Стив Форбс;26 февраля 1977;США;66;171;https://www.sports.ru/tags/4017505/
Али Алиев;2 июня 1983;Россия;;;https://www.sports.ru/tags/3967768/
Гамалиэль Никто;;;;;https://www.sports.ru/tags/3839885/
Али Исмаилов;8 мая 1974;Азербайджан;90;177;https://www.sports.ru/tags/3766899/
Давид Айрапетян;26 сентября 1983;Россия;48;158;https://www.sports.ru/tags/3592612/
Андрей Баланов;27 апреля 1976;Россия;;174;https://www.sports.ru/tags/3592610/
Александр Дмитренко;5 июля 1982;Украина;;201;https://www.sports.ru/tags/3344031/
Херби Хайд;27 августа 1971;Нигерия;109;188;https://www.sports.ru/tags/3302148/
Нейт Кэмпбелл;7 марта 1972;США;60;170;https://www.sports.ru/tags/3273763/
Андре Берто;7 сентября 1983;США;65;174;https://www.sports.ru/tags/3127712/
Фират Арслан;28 сентября 1970;Германия;89;198;https://www.sports.ru/tags/3067870/
Томми Моррисон;2 января 1969;США;106;188;https://www.sports.ru/tags/3046697/
Майкл Кацидис;15 августа 1980;Австралия;61;170;https://www.sports.ru/tags/2821288/
Кристиан Михарес;2 октября 1981;Мексика;52;167;https://www.sports.ru/tags/2798607/
Таурус Сайкс;20 мая 1975;США;107;188;https://www.sports.ru/tags/2793334/
Джошуа Клотти;16 марта 1977;Гана;66;175;https://www.sports.ru/tags/2682627/
Роберт Хоукинс;19 марта 1970;США;;183;https://www.sports.ru/tags/2682616/
Джек Джонсон;31 марта 1900;США;93;184;https://www.sports.ru/tags/1047647/
Миккель Кесслер;1 марта 1979;Дания;;185;https://www.sports.ru/tags/1047586/
Хуан Карлос Гомес;26 июля 1973;Куба;105;192;https://www.sports.ru/tags/1047448/
Монте Барретт;26 мая 1971;США;102;191;https://www.sports.ru/tags/1047336/
Хорхе Арсе;27 июля 1979;Мексика;;168;https://www.sports.ru/tags/1046148/
Владимир Сидоренко;23 сентября 1976;Украина;;175;https://www.sports.ru/tags/1046144/
Хоан Гузман;1 мая 1976;Доминикана;58;170;https://www.sports.ru/tags/1046108/
Юрий Романов;24 июля 1982;Беларусь;;;https://www.sports.ru/tags/1046097/
Аселино Фрейтас;21 сентября 1975;Бразилия;61;170;https://www.sports.ru/tags/1046085/
Хоэль Касамайор;12 июля 1971;Куба;61;170;https://www.sports.ru/tags/1046083/
Крис Юбэнк;18 сентября 1989;Великобритания;76;180;https://www.sports.ru/tags/1045826/
Майкл Грант;4 августа 1972;США;;201;https://www.sports.ru/tags/1045819/
Денис Инкин;7 января 1978;Россия;;182;https://www.sports.ru/tags/1045805/
Виктор Оганов;11 августа 1976;Россия;75;175;https://www.sports.ru/tags/1045725/
Олег Платов;3 апреля 1983;Украина;;189;https://www.sports.ru/tags/1045540/
Дэнни Уильямс;13 июля 1973;Англия;115;191;https://www.sports.ru/tags/1045434/
Синан Самил Сам;23 июня 1974;Турция;114;191;https://www.sports.ru/tags/1045393/
Эдди Чемберс;29 марта 1982;США;99;185;https://www.sports.ru/tags/1045390/
Тони Томпсон;18 октября 1971;США;112;196;https://www.sports.ru/tags/1045365/
Владимир Вирчис;18 августа 1973;Украина;;194;https://www.sports.ru/tags/1045354/
Леймон Брюстер;5 июня 1973;США;105;188;https://www.sports.ru/tags/1045352/
Сэмюэл Питер;6 сентября 1980;Нигерия;;184;https://www.sports.ru/tags/1045331/
